Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;coordonnees_gps;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi
10907;00045;LIBOURNE CENTRE;29, pl Descazes;;LIBOURNE;33500;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.912969,-0.247797;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
14707;50023;BARR;16, rue Taufflieb;;BARR;67140;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.407037,7.449304;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50024;BENFELD;5, rue du Général de Gaulle;;BENFELD;67230;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.369446,7.594501;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00050;MERIGNAC CENTRE;466, ave de Verdun;;MERIGNAC;33700;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.841254,-0.644345;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00052;MAULEON LICHARRE;12, rue J-B Heugas;;MAULEON SOULE;64130;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;43.220707,-0.891043;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00053;ARUDY;10 Bis avenue des Pyrénées;;ARUDY;64260;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;43.103477,-0.426051;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
14707;50026;ERSTEIN;34, rue du Général de Gaulle;;ERSTEIN;67150;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.421059,7.662897;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50027;HAGUENAU;4 A, rue de la Moder;;HAGUENAU;67500;Lu0845120013301800Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0000000000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.815444,7.789039;Lu0845120013301800;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0000000000000000;Di0000000000000000;0845;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0000;0000;0000;0000;0000;0000;0000;0000
14707;50029;LAUTERBOURG;25, rue du Général Mittelhauser;;LAUTERBOURG;67630;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.974802,8.180034;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00057;TARNOS;27, bd Jacques Duclos;;TARNOS;40220;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;43.538341,-1.460981;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00058;BIARRITZ LA NEGRESSE;110, ave Kennedy;;BIARRITZ;64200;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;43.464327,-1.552482;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
14707;50032;BRUMATH;13, rue Raymond Poincaré;;BRUMATH;67170;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.729426,7.711016;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50037;SCHIRMECK;96, Grand'rue;;SCHIRMECK;67130;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.477575,7.217618;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50039;WASSELONNE;3, pl du Marché;;WASSELONNE;67310;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;L'agence est ouverte uniquement sur RDV l'après-midi;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.637112,7.448873;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50040;WISSEMBOURG;35, rue Nationale;;WISSEMBOURG;67160;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;49.036672,7.947055;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50042;SOUFFELWEYERSHEIM;1, rue du Centre;;SOUFFELWEYERSHEIM;67460;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.635265,7.740915;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00071;PESSAC CENTRE;63, ave Jean Jaurès;;PESSAC;33600;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.809078,-0.62367;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00079;CASTILLON LA BATAILLE;2, pl Pierre Orus;;CASTILLON LA BATAILLE;33350;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.853221,-0.043115;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00081;MERIGNAC 4 CHEMINS;245-247, ave de la Marne;;MERIGNAC;33700;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.832753,-0.644401;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
14707;50049;MARLENHEIM;52, rue du Général de Gaulle;;MARLENHEIM;67520;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.621078,7.491056;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50055;ECKBOLSHEIM;4, rue Jean Monnet;;ECKBOLSHEIM;67200;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.566479,7.703208;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50810;MULHOUSE KENNEDY;55, ave du Président Kennedy;;MULHOUSE;68200;Lu0845120013301800Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0000000000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.749757,7.338299;Lu0845120013301800;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0000000000000000;Di0000000000000000;0845;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00086;ST JEAN D'ILLAC;180-192, ave du Las;;ST JEAN D'ILLAC;33127;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.810812,-0.782529;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00091;CARBON BLANC;53, ave Austin Comte;;CARBON BLANC;33560;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.894555,-0.500163;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
14707;50851;RIXHEIM;1, Grand'rue;;RIXHEIM;68170;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.74366,7.39846;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50856;SIERENTZ;11, rue Rogg Haas;;SIERENTZ;68510;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;L'agence est ouverte uniquement sur RDV l'après-midi;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.653574,7.455505;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00100;SARLAT LA CANEDA SUD;1201, Avenue Simone Veil;;SARLAT LA CANEDA;24200;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.874711,1.229573;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
10907;00101;CADILLAC;5, pl René Gérard;;CADILLAC;33410;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.636701,-0.321743;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
14707;50859;HEGENHEIM;18, rue de Bourgfelden;;HEGENHEIM;68220;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.561462,7.527761;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50860;THANN;18, rue du Général de Gaulle;;THANN;68800;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.809992,7.103444;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50861;ST AMARIN;54, rue Charles de Gaulle;;ST AMARIN;68550;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.874038,7.031101;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00125;MIMIZAN;5, ave de Bordeaux;;MIMIZAN;40200;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.202744,-1.229051;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00128;PAREMPUYRE;4, espace François Mitterand;;PAREMPUYRE;33290;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.947226,-0.604251;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00129;LE BOUSCAT GRAND PARC;9, pl Ampère;;LE BOUSCAT;33110;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.86283,-0.584455;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00133;MORCENX;2, pl Aristide Briand;;MORCENX;40110;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;44.033564,-0.910489;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
14707;50872;KAYSERSBERG;22, rue du Général de Gaulle;;KAYSERSBERG;68240;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.138736,7.264118;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50874;MUNSTER;7, pl du Marché;;MUNSTER;68140;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.040916,7.137688;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50875;NEUF BRISACH;12, pl d'Armes;;NEUF BRISACH;68600;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.017026,7.52854;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50876;RIBEAUVILLE;48, Grand'rue;;RIBEAUVILLE;68150;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.194716,7.320104;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50877;STE MARIE AUX MINES;2, pl A Keufer;;STE MARIE AUX MINES;68160;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;48.246796,7.185327;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
14707;50891;GUEBWILLER;53, rue de la République;;GUEBWILLER;68500;Lu0000000000000000Ma0830120013301800Me0830120013301800Je0830120013301800Ve0830120013301800Sa0845120000000000Di0000000000000000;;Banque Populaire Alsace Lorraine Champagne;https://www.bpalc.banquepopulaire.fr/;47.908543,7.21213;Lu0000000000000000;Ma0830120013301800;Me0830120013301800;Je0830120013301800;Ve0830120013301800;Sa0845120000000000;Di0000000000000000;0000;0000;0000;0000;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0830;1200;1330;1800;0845;1200;0000;0000;0000;0000;0000;0000
10907;00217;LE GOND PONTOUVRE;131, rte de Paris;;LE GOND PONTOUVRE;16160;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123014451800Ve0900123013451800Sa0900123000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.670287,0.173137;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123014451800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1445;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
10907;00230;BRIVE LA GAILLARDE;2, ave du Président Roosevelt;;BRIVE LA GAILLARDE;19100;Lu0900121513451800Ma0900121513451800Me0900121513451800Je0900121514451800Ve0900121513451800Sa0000000000000000Di0000000000000000;;Banque Populaire Aquitaine Centre Atlantique;https://www.bpaca.banquepopulaire.fr/;45.159192,1.530149;Lu0900121513451800;Ma0900121513451800;Me0900121513451800;Je0900121514451800;Ve0900121513451800;Sa0000000000000000;Di0000000000000000;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1345;1800;0900;1215;1445;1800;0900;1215;1345;1800;0000;0000;0000;0000;0000;0000;0000;0000
